"ID";"Sex";"Regions";"Periods";"PopulationOn1January_1"
"67139";"T001038";"GM1221";"2019JJ00";""
"67199";"T001038";"GM0292";"2019JJ00";""
"67259";"T001038";"GM0723";"2019JJ00";""
"67319";"T001038";"GM0870";"2019JJ00";""
"67379";"T001038";"GM1223";"2019JJ00";""
"67439";"T001038";"GM0459";"2019JJ00";""
"67499";"T001038";"GM0989";"2019JJ00";""
"67559";"T001038";"GM1960";"2019JJ00";"   50697"
"67619";"T001038";"GM0668";"2019JJ00";"   19076"
"67679";"T001038";"GM0097";"2019JJ00";""
"67739";"T001038";"GM0724";"2019JJ00";""
"67799";"T001038";"GM0134";"2019JJ00";""
"67859";"T001038";"GM0871";"2019JJ00";""
"67919";"T001038";"GM0558";"2019JJ00";""
"67979";"T001038";"GM1969";"2019JJ00";"   63031"
"68039";"T001038";"GM0725";"2019JJ00";""
"68099";"T001038";"GM1701";"2019JJ00";"   19348"
"68159";"T001038";"GM0293";"2019JJ00";"   14944"
"68219";"T001038";"GM1950";"2019JJ00";"   25199"
"68279";"T001038";"GM0726";"2019JJ00";""
"68339";"T001038";"GM1783";"2019JJ00";"  108603"
"68399";"T001038";"GM0631";"2019JJ00";""
"68459";"T001038";"GM0098";"2019JJ00";"   25840"
"68519";"T001038";"GM0614";"2019JJ00";"   14626"
"68579";"T001038";"GM0460";"2019JJ00";""
"68639";"T001038";"GM0461";"2019JJ00";""
"68699";"T001038";"GM0189";"2019JJ00";"   24351"
"68759";"T001038";"GM0462";"2019JJ00";""
"68819";"T001038";"GM0463";"2019JJ00";""
"68879";"T001038";"GM0464";"2019JJ00";""
"68939";"T001038";"GM0296";"2019JJ00";"   40951"
"68999";"T001038";"GM1696";"2019JJ00";"   24013"
"69059";"T001038";"GM0469";"2019JJ00";""
"69119";"T001038";"GM0470";"2019JJ00";""
"69179";"T001038";"GM0190";"2019JJ00";""
"69239";"T001038";"GM0135";"2019JJ00";""
"69299";"T001038";"GM0352";"2019JJ00";"   23762"
"69359";"T001038";"GM0876";"2019JJ00";""
"69419";"T001038";"GM0991";"2019JJ00";""
"69479";"T001038";"GM0992";"2019JJ00";""
"69539";"T001038";"GM0634";"2019JJ00";""
"69599";"T001038";"GM1225";"2019JJ00";""
"69659";"T001038";"GM0872";"2019JJ00";""
"69719";"T001038";"GM0349";"2019JJ00";""
"69779";"T001038";"GM0350";"2019JJ00";""
"69839";"T001038";"GM0465";"2019JJ00";""
"69899";"T001038";"GM0052";"2019JJ00";""
"69959";"T001038";"GM0053";"2019JJ00";""
"70019";"T001038";"GM0294";"2019JJ00";"   28903"
"70079";"T001038";"GM0295";"2019JJ00";""
"70139";"T001038";"GM0727";"2019JJ00";""
"70199";"T001038";"GM0990";"2019JJ00";""
"70259";"T001038";"GM0873";"2019JJ00";"   21866"
"70319";"T001038";"GM0632";"2019JJ00";"   52197"
"70379";"T001038";"GM0466";"2019JJ00";""
"70439";"T001038";"GM1690";"2019JJ00";"   24110"
"70499";"T001038";"GM0728";"2019JJ00";""
"70559";"T001038";"GM0099";"2019JJ00";""
"70619";"T001038";"GM0100";"2019JJ00";""
"70679";"T001038";"GM0467";"2019JJ00";""
"70739";"T001038";"GM0880";"2019JJ00";"   16329"
"70799";"T001038";"GM0468";"2019JJ00";""
"70859";"T001038";"GM0633";"2019JJ00";""
"70919";"T001038";"GM0351";"2019JJ00";"   13166"
"70979";"T001038";"GM0874";"2019JJ00";""
"71039";"T001038";"GM0875";"2019JJ00";""
"71099";"T001038";"GM0710";"2019JJ00";""
"71159";"T001038";"GM0101";"2019JJ00";""
"71219";"T001038";"GM0683";"2019JJ00";""
"71279";"T001038";"GM0729";"2019JJ00";""
"71339";"T001038";"GM0731";"2019JJ00";""
"71399";"T001038";"GM0471";"2019JJ00";""
"71459";"T001038";"GM0472";"2019JJ00";""
"71519";"T001038";"GM0479";"2019JJ00";"  155885"
"71579";"T001038";"GM0297";"2019JJ00";"   28451"
"71639";"T001038";"GM0054";"2019JJ00";""
"71699";"T001038";"GM0473";"2019JJ00";"   17011"
"71759";"T001038";"GM0707";"2019JJ00";""
"71819";"T001038";"GM0877";"2019JJ00";""
"71879";"T001038";"GM0478";"2019JJ00";""
"71939";"T001038";"GM0050";"2019JJ00";"   22309"
"71999";"T001038";"GM0354";"2019JJ00";""
"72059";"T001038";"GM0355";"2019JJ00";"   63934"
"72119";"T001038";"GM0298";"2019JJ00";""
"72179";"T001038";"GM0299";"2019JJ00";"   43488"
"72239";"T001038";"GM0878";"2019JJ00";""
"72299";"T001038";"GM0635";"2019JJ00";""
"72359";"T001038";"GM0636";"2019JJ00";""
"72419";"T001038";"GM1666";"2019JJ00";""
"72479";"T001038";"GM0732";"2019JJ00";""
"72539";"T001038";"GM0476";"2019JJ00";""
"72599";"T001038";"GM0300";"2019JJ00";""
"72659";"T001038";"GM0637";"2019JJ00";"  124944"
"72719";"T001038";"GM0638";"2019JJ00";"    8450"
"72779";"T001038";"GM1236";"2019JJ00";""
"72839";"T001038";"GM1237";"2019JJ00";""
"72899";"T001038";"GM0474";"2019JJ00";""
"72959";"T001038";"GM0639";"2019JJ00";""
"73019";"T001038";"GM1240";"2019JJ00";""
"73079";"T001038";"GM0734";"2019JJ00";""
"73139";"T001038";"GM0056";"2019JJ00";""
"73199";"T001038";"GM0640";"2019JJ00";""
"73259";"T001038";"GM0136";"2019JJ00";""
"73319";"T001038";"GM1892";"2019JJ00";"   42762"
"73379";"T001038";"GM0137";"2019JJ00";""
"73439";"T001038";"GM0735";"2019JJ00";""
"73499";"T001038";"GM0879";"2019JJ00";"   21612"
"73559";"T001038";"GM0301";"2019JJ00";"   47609"
"73619";"T001038";"GM0475";"2019JJ00";""
"73679";"T001038";"GM1244";"2019JJ00";""
"73739";"T001038";"GM0641";"2019JJ00";""
"73799";"T001038";"GM1896";"2019JJ00";"   22503"
"73859";"T001038";"GM0192";"2019JJ00";""
"73919";"T001038";"GM0138";"2019JJ00";""
"73979";"T001038";"GM0642";"2019JJ00";"   44639"
"74039";"T001038";"GM0193";"2019JJ00";"  127497"
"74099";"T001038";"GM1245";"2019JJ00";""
"74159";"T001038";"GM0997";"2019JJ00";""
"74219";"T001038";"GM0999";"2019JJ00";""
